surface,tourney_level,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Hard,A,104745,Rafael Nadal,L,185.0,ESP,35.5,202195,Maxime Cressy,R,198.0,USA,24.6,7-6(6) 6-3,3,F,107.0,9.0,4.0,64.0,41.0,32.0,15.0,11.0,0.0,1.0,8.0,3.0,70.0,50.0,32.0,12.0,10.0,6.0,8.0,6.0,4875.0,112.0,683.0
Hard,A,104745,Rafael Nadal,L,185.0,ESP,35.5,200325,Emil Ruusuvuori,R,188.0,FIN,22.7,6-4 7-5,3,SF,116.0,3.0,1.0,68.0,47.0,36.0,11.0,11.0,5.0,6.0,3.0,1.0,72.0,59.0,37.0,5.0,11.0,1.0,4.0,6.0,4875.0,95.0,778.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,105777,Grigor Dimitrov,R,188.0,BUL,30.6,7-5 7-6(9),3,SF,123.0,17.0,6.0,98.0,71.0,55.0,12.0,12.0,5.0,5.0,10.0,3.0,75.0,50.0,41.0,11.0,12.0,1.0,2.0,112.0,683.0,28.0,1801.0
Hard,A,104745,Rafael Nadal,L,185.0,ESP,35.5,134868,Tallon Griekspoor,R,188.0,NED,25.5,W/O,3,QF,0.0,6.784873708381171,2.4532146957520093,78.31501148105626,49.77009184845006,37.56759471871412,15.838547646383468,12.570464982778416,3.421211251435132,4.933266360505167,5.179678530424799,3.0818025258323765,81.15341561423651,50.29793340987371,33.71756601607348,14.339695752009185,12.342996555683122,4.699052812858783,8.35146383467279,6.0,4875.0,65.0,966.0
Hard,A,200325,Emil Ruusuvuori,R,188.0,FIN,22.7,144684,Alex Molcan,L,178.0,SVK,24.0,6-2 6-1,3,QF,67.0,2.0,0.0,40.0,32.0,28.0,5.0,8.0,2.0,2.0,0.0,2.0,42.0,30.0,13.0,6.0,7.0,5.0,9.0,95.0,778.0,88.0,806.0
Hard,A,105777,Grigor Dimitrov,R,188.0,BUL,30.6,122298,Botic Van De Zandschulp,R,188.0,NED,26.2,6-7(5) 6-0 7-5,3,QF,164.0,5.0,4.0,89.0,64.0,50.0,13.0,15.0,3.0,5.0,4.0,2.0,124.0,89.0,53.0,17.0,15.0,11.0,17.0,28.0,1801.0,57.0,1034.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,144719,Jaume Munar,R,183.0,ESP,24.6,7-6(3) 6-4,3,QF,145.0,11.0,10.0,88.0,56.0,43.0,13.0,11.0,3.0,4.0,1.0,2.0,84.0,51.0,29.0,21.0,11.0,7.0,9.0,112.0,683.0,77.0,848.0
Hard,A,104745,Rafael Nadal,L,185.0,ESP,35.5,105575,Ricardas Berankis,R,175.0,LTU,31.5,6-2 7-5,3,R16,91.0,3.0,2.0,57.0,36.0,28.0,9.0,10.0,0.0,2.0,3.0,3.0,64.0,39.0,22.0,11.0,10.0,3.0,8.0,6.0,4875.0,104.0,739.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,25.5,200615,Alexei Popyrin,R,196.0,AUS,22.4,6-3 4-6 6-3,3,R16,117.0,5.0,0.0,93.0,59.0,47.0,17.0,14.0,7.0,8.0,15.0,6.0,93.0,53.0,38.0,21.0,14.0,4.0,7.0,65.0,966.0,61.0,1000.0
Hard,A,144684,Alex Molcan,L,178.0,SVK,24.0,105676,David Goffin,R,180.0,BEL,31.0,7-5 6-3,3,R16,100.0,2.0,1.0,68.0,40.0,28.0,18.0,11.0,6.0,7.0,2.0,5.0,67.0,32.0,23.0,15.0,10.0,7.0,10.0,88.0,806.0,39.0,1476.0
Hard,A,200325,Emil Ruusuvuori,R,188.0,FIN,22.7,111442,Jordan Thompson,R,183.0,AUS,27.7,7-6(3) 5-7 6-3,3,R16,170.0,6.0,6.0,102.0,71.0,53.0,17.0,16.0,3.0,5.0,7.0,1.0,109.0,71.0,48.0,21.0,17.0,7.0,10.0,95.0,778.0,75.0,860.0
Hard,A,122298,Botic Van De Zandschulp,R,188.0,NED,26.2,111456,Mackenzie Mcdonald,R,178.0,USA,26.7,6-2 7-5,3,R16,80.0,5.0,2.0,58.0,43.0,33.0,8.0,10.0,1.0,2.0,3.0,1.0,57.0,36.0,24.0,9.0,10.0,2.0,6.0,57.0,1034.0,55.0,1084.0
Hard,A,105777,Grigor Dimitrov,R,188.0,BUL,30.6,105487,Facundo Bagnis,L,183.0,ARG,31.8,5-7 7-6(3) 6-3,3,R16,173.0,11.0,5.0,94.0,58.0,46.0,17.0,16.0,2.0,5.0,10.0,3.0,110.0,73.0,46.0,20.0,17.0,3.0,7.0,28.0,1801.0,76.0,860.0
Hard,A,144719,Jaume Munar,R,183.0,ESP,24.6,105967,Henri Laaksonen,R,185.0,SUI,29.7,6-1 7-5,3,R16,83.0,11.0,3.0,54.0,39.0,33.0,5.0,9.0,2.0,3.0,0.0,0.0,69.0,46.0,30.0,4.0,10.0,5.0,10.0,77.0,848.0,98.0,765.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,124187,Reilly Opelka,R,211.0,USA,24.3,4-6 7-6(5) 7-6(9),3,R16,161.0,17.0,10.0,125.0,85.0,68.0,20.0,17.0,9.0,10.0,29.0,4.0,106.0,69.0,59.0,24.0,17.0,2.0,2.0,112.0,683.0,26.0,1936.0
Hard,A,105575,Ricardas Berankis,R,175.0,LTU,31.5,106218,Marcos Giron,R,180.0,USA,28.4,7-5 6-4,3,R32,90.0,1.0,1.0,67.0,41.0,31.0,13.0,11.0,2.0,4.0,5.0,1.0,54.0,29.0,24.0,10.0,11.0,0.0,4.0,104.0,739.0,66.0,929.0
Hard,A,200615,Alexei Popyrin,R,196.0,AUS,22.4,105882,Stefano Travaglia,R,185.0,ITA,30.0,7-6(5) 6-3,3,R32,103.0,11.0,5.0,79.0,46.0,35.0,16.0,10.0,5.0,6.0,1.0,3.0,77.0,42.0,28.0,18.0,11.0,4.0,7.0,61.0,1000.0,78.0,846.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,25.5,136440,Dominik Koepfer,L,180.0,GER,27.6,6-3 6-4,3,R32,84.0,4.0,2.0,73.0,38.0,30.0,16.0,10.0,7.0,8.0,1.0,1.0,53.0,36.0,25.0,8.0,9.0,3.0,6.0,65.0,966.0,54.0,1101.0
Hard,A,144684,Alex Molcan,L,178.0,SVK,24.0,104312,Andreas Seppi,R,190.0,ITA,37.8,6-4 6-7(6) 6-3,3,R32,150.0,5.0,3.0,88.0,54.0,39.0,21.0,16.0,3.0,6.0,7.0,1.0,110.0,65.0,43.0,22.0,15.0,9.0,14.0,88.0,806.0,102.0,744.0
Hard,A,111442,Jordan Thompson,R,183.0,AUS,27.7,106331,Christopher Oconnell,R,183.0,AUS,27.5,1-6 7-5 6-4,3,R32,140.0,5.0,3.0,79.0,56.0,44.0,8.0,14.0,2.0,5.0,5.0,1.0,104.0,52.0,36.0,28.0,15.0,11.0,14.0,75.0,860.0,175.0,388.0
Hard,A,200325,Emil Ruusuvuori,R,188.0,FIN,22.7,202104,Sebastian Baez,R,170.0,ARG,21.0,7-6(2) 6-1,3,R32,98.0,5.0,0.0,58.0,40.0,25.0,17.0,10.0,3.0,4.0,1.0,2.0,61.0,49.0,29.0,4.0,9.0,2.0,5.0,95.0,778.0,99.0,762.0
Hard,A,111456,Mackenzie Mcdonald,R,178.0,USA,26.7,105376,Peter Gojowczyk,R,185.0,GER,32.4,6-0 6-3,3,R32,52.0,7.0,0.0,45.0,31.0,27.0,6.0,8.0,1.0,2.0,0.0,3.0,46.0,22.0,11.0,8.0,7.0,1.0,6.0,55.0,1084.0,86.0,808.0
Hard,A,122298,Botic Van De Zandschulp,R,188.0,NED,26.2,105173,Adrian Mannarino,L,183.0,FRA,33.5,6-4 6-3,3,R32,82.0,8.0,2.0,49.0,36.0,29.0,8.0,9.0,2.0,2.0,0.0,3.0,71.0,44.0,28.0,11.0,10.0,3.0,6.0,57.0,1034.0,71.0,879.0
Hard,A,105487,Facundo Bagnis,L,183.0,ARG,31.8,104918,Andy Murray,R,190.0,GBR,34.6,6-3 5-7 6-3,3,R32,146.0,8.0,1.0,104.0,65.0,45.0,22.0,15.0,11.0,13.0,8.0,3.0,88.0,52.0,40.0,16.0,15.0,2.0,6.0,76.0,860.0,134.0,521.0
Hard,A,105967,Henri Laaksonen,R,185.0,SUI,29.7,105332,Benoit Paire,R,196.0,FRA,32.6,4-6 6-3 5-2 RET,3,R32,118.0,5.0,1.0,80.0,62.0,43.0,9.0,13.0,8.0,11.0,3.0,8.0,107.0,40.0,31.0,28.0,13.0,15.0,20.0,98.0,765.0,46.0,1245.0
Hard,A,144719,Jaume Munar,R,183.0,ESP,24.6,104731,Kevin Anderson,R,203.0,RSA,35.6,6-4 6-4,3,R32,101.0,1.0,4.0,67.0,43.0,34.0,11.0,10.0,1.0,1.0,9.0,3.0,73.0,46.0,28.0,15.0,10.0,7.0,9.0,77.0,848.0,80.0,829.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,208014,Rinky Hijikata,U,186.61527293844367,AUS,20.8,6-3 6-0,3,R32,63.0,9.0,2.0,45.0,33.0,24.0,10.0,8.0,0.0,0.0,1.0,4.0,43.0,23.0,12.0,8.0,7.0,2.0,6.0,112.0,683.0,375.0,113.0
Hard,A,106423,Thanasi Kokkinakis,R,196.0,AUS,25.7,126239,Arthur Rinderknech,R,196.0,FRA,26.4,6-7(6) 7-6(5) 6-3,3,F,158.0,18.0,0.0,92.0,71.0,64.0,11.0,16.0,0.0,0.0,15.0,0.0,104.0,68.0,55.0,19.0,17.0,1.0,3.0,145.0,480.0,58.0,1057.0
Hard,A,126239,Arthur Rinderknech,R,196.0,FRA,26.4,144895,Corentin Moutet,L,178.0,FRA,22.7,6-1 6-3,3,SF,76.0,6.0,2.0,46.0,30.0,27.0,8.0,8.0,2.0,2.0,0.0,0.0,46.0,33.0,18.0,4.0,8.0,2.0,6.0,58.0,1057.0,115.0,643.0
Hard,A,106423,Thanasi Kokkinakis,R,196.0,AUS,25.7,105227,Marin Cilic,R,198.0,CRO,33.2,6-2 3-6 7-6(10),3,SF,158.0,10.0,1.0,93.0,65.0,49.0,14.0,14.0,5.0,7.0,7.0,3.0,99.0,58.0,42.0,22.0,15.0,4.0,7.0,145.0,480.0,29.0,1760.0
Hard,A,144895,Corentin Moutet,L,178.0,FRA,22.7,106329,Thiago Monteiro,L,183.0,BRA,27.6,6-4 6-4,3,QF,104.0,4.0,1.0,56.0,43.0,31.0,11.0,10.0,1.0,1.0,3.0,1.0,68.0,45.0,32.0,11.0,10.0,5.0,7.0,115.0,643.0,83.0,809.0
Hard,A,126239,Arthur Rinderknech,R,196.0,FRA,26.4,111575,Karen Khachanov,R,198.0,RUS,25.6,7-6(7) 7-5,3,QF,101.0,13.0,2.0,76.0,50.0,41.0,14.0,12.0,4.0,5.0,11.0,1.0,69.0,47.0,34.0,14.0,12.0,0.0,2.0,58.0,1057.0,30.0,1726.0
Hard,A,105227,Marin Cilic,R,198.0,CRO,33.2,126205,Tommy Paul,R,185.0,USA,24.6,6-4 2-6 6-3,3,QF,114.0,14.0,1.0,77.0,45.0,38.0,15.0,14.0,2.0,4.0,8.0,0.0,82.0,52.0,40.0,14.0,13.0,6.0,8.0,29.0,1760.0,41.0,1374.0
Hard,A,106423,Thanasi Kokkinakis,R,196.0,AUS,25.7,126846,Aleksandar Vukic,R,188.0,AUS,25.7,6-7(5) 6-3 6-2,3,QF,133.0,17.0,1.0,85.0,59.0,51.0,15.0,15.0,1.0,1.0,10.0,0.0,99.0,61.0,41.0,20.0,14.0,12.0,15.0,145.0,480.0,160.0,440.0
Hard,A,106329,Thiago Monteiro,L,183.0,BRA,27.6,104792,Gael Monfils,R,193.0,FRA,35.3,6-7(2) 6-3 1-0 RET,3,R16,117.0,4.0,2.0,77.0,56.0,37.0,13.0,11.0,5.0,6.0,10.0,2.0,75.0,41.0,27.0,20.0,11.0,5.0,8.0,83.0,809.0,19.0,2373.0
Hard,A,144895,Corentin Moutet,L,178.0,FRA,22.7,105916,Marton Fucsovics,R,188.0,HUN,29.9,6-2 6-2,3,R16,75.0,1.0,1.0,51.0,35.0,24.0,9.0,8.0,4.0,5.0,0.0,5.0,53.0,30.0,19.0,6.0,8.0,7.0,12.0,115.0,643.0,38.0,1447.0
Hard,A,111575,Karen Khachanov,R,198.0,RUS,25.6,126149,Gianluca Mager,R,185.0,ITA,27.1,7-5 6-3,3,R16,70.0,13.0,1.0,53.0,34.0,32.0,12.0,11.0,0.0,0.0,6.0,1.0,57.0,40.0,26.0,11.0,10.0,2.0,4.0,30.0,1726.0,63.0,982.0
Hard,A,126239,Arthur Rinderknech,R,196.0,FRA,26.4,126952,Soon Woo Kwon,R,180.0,KOR,24.1,5-7 6-3 6-2,3,R16,119.0,18.0,0.0,72.0,50.0,43.0,15.0,15.0,0.0,1.0,4.0,0.0,101.0,63.0,45.0,18.0,14.0,7.0,10.0,58.0,1057.0,53.0,1110.0
Hard,A,126205,Tommy Paul,R,185.0,USA,24.6,126127,Benjamin Bonzi,R,185.0,FRA,25.5,6-4 7-6(6),3,R16,95.0,7.0,1.0,73.0,50.0,35.0,14.0,11.0,1.0,3.0,1.0,1.0,74.0,51.0,35.0,9.0,11.0,6.0,9.0,41.0,1374.0,65.0,969.0
Hard,A,105227,Marin Cilic,R,198.0,CRO,33.2,144719,Jaume Munar,R,183.0,ESP,24.6,7-6(6) 6-2,3,R16,98.0,10.0,1.0,57.0,41.0,36.0,10.0,10.0,3.0,3.0,5.0,2.0,71.0,47.0,37.0,9.0,10.0,5.0,7.0,29.0,1760.0,72.0,868.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,25.7,105449,Steve Johnson,R,188.0,USA,32.0,6-4 7-5,3,R16,75.0,16.0,2.0,61.0,37.0,31.0,16.0,11.0,0.0,0.0,8.0,8.0,70.0,45.0,33.0,9.0,11.0,2.0,4.0,160.0,440.0,84.0,807.0
Hard,A,106423,Thanasi Kokkinakis,R,196.0,AUS,25.7,104545,John Isner,R,206.0,USA,36.7,6-7(5) 7-6(5) 7-6(4),3,R16,162.0,15.0,4.0,109.0,74.0,64.0,24.0,18.0,0.0,0.0,23.0,2.0,113.0,82.0,70.0,20.0,18.0,5.0,5.0,145.0,480.0,24.0,2016.0
Hard,A,106329,Thiago Monteiro,L,183.0,BRA,27.6,106415,Yoshihito Nishioka,L,170.0,JPN,26.2,1-6 6-3 6-4,3,R32,115.0,10.0,1.0,71.0,47.0,35.0,15.0,13.0,1.0,3.0,6.0,2.0,75.0,55.0,41.0,10.0,13.0,2.0,4.0,83.0,809.0,99.0,748.0
Hard,A,144895,Corentin Moutet,L,178.0,FRA,22.7,105526,Jan Lennard Struff,R,193.0,GER,31.7,6-2 6-4,3,R32,88.0,2.0,3.0,70.0,48.0,33.0,11.0,9.0,7.0,8.0,5.0,3.0,49.0,32.0,20.0,6.0,9.0,1.0,5.0,115.0,643.0,50.0,1171.0
Hard,A,105916,Marton Fucsovics,R,188.0,HUN,29.9,122298,Botic Van De Zandschulp,R,188.0,NED,26.2,6-3 7-6(4),3,R32,112.0,3.0,2.0,78.0,52.0,38.0,13.0,11.0,3.0,4.0,3.0,1.0,81.0,60.0,36.0,11.0,10.0,2.0,4.0,38.0,1447.0,56.0,1069.0
Hard,A,126149,Gianluca Mager,R,185.0,ITA,27.1,106078,Egor Gerasimov,R,196.0,BLR,29.1,4-6 7-5 6-4,3,R32,116.0,7.0,2.0,86.0,51.0,41.0,21.0,16.0,3.0,5.0,11.0,4.0,80.0,61.0,47.0,10.0,16.0,1.0,4.0,63.0,982.0,106.0,712.0
Hard,A,126239,Arthur Rinderknech,R,196.0,FRA,26.4,111456,Mackenzie Mcdonald,R,178.0,USA,26.7,6-3 6-7(5) 6-3,3,R32,132.0,22.0,0.0,103.0,67.0,56.0,18.0,16.0,4.0,4.0,12.0,3.0,90.0,54.0,39.0,21.0,14.0,4.0,6.0,58.0,1057.0,55.0,1094.0
Hard,A,126952,Soon Woo Kwon,R,180.0,KOR,24.1,144750,Lloyd Harris,R,193.0,RSA,24.8,5-7 7-5 6-4,3,R32,141.0,6.0,6.0,108.0,57.0,43.0,27.0,17.0,5.0,8.0,20.0,3.0,91.0,60.0,46.0,15.0,17.0,4.0,8.0,53.0,1110.0,32.0,1629.0
Hard,A,126205,Tommy Paul,R,185.0,USA,24.6,126207,Frances Tiafoe,R,188.0,USA,23.9,6-2 6-3,3,R32,68.0,2.0,1.0,50.0,29.0,24.0,13.0,9.0,0.0,0.0,5.0,1.0,55.0,35.0,20.0,11.0,8.0,2.0,5.0,41.0,1374.0,37.0,1492.0
Hard,A,126127,Benjamin Bonzi,R,185.0,FRA,25.5,106148,Roberto Carballes Baena,R,183.0,ESP,28.8,6-3 6-3,3,R32,70.0,4.0,0.0,52.0,36.0,29.0,10.0,9.0,0.0,0.0,1.0,1.0,59.0,34.0,25.0,9.0,9.0,6.0,9.0,65.0,969.0,76.0,837.0
Hard,A,144719,Jaume Munar,R,183.0,ESP,24.6,105357,John Millman,R,183.0,AUS,32.5,6-2 6-2,3,R32,77.0,6.0,3.0,50.0,30.0,25.0,9.0,8.0,2.0,2.0,0.0,3.0,58.0,37.0,23.0,6.0,8.0,5.0,9.0,72.0,868.0,80.0,820.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,25.7,122330,Alexander Bublik,R,196.0,KAZ,24.5,7-6(5) 6-2,3,R32,80.0,8.0,1.0,60.0,38.0,30.0,16.0,10.0,0.0,0.0,13.0,8.0,71.0,40.0,29.0,13.0,10.0,5.0,7.0,160.0,440.0,35.0,1538.0
Hard,A,105449,Steve Johnson,R,188.0,USA,32.0,106109,Alex Bolt,L,183.0,AUS,29.0,6-4 6-4,3,R32,82.0,7.0,4.0,65.0,34.0,29.0,17.0,10.0,0.0,0.0,9.0,2.0,68.0,47.0,30.0,13.0,10.0,3.0,5.0,84.0,807.0,142.0,496.0
Hard,A,106423,Thanasi Kokkinakis,R,196.0,AUS,25.7,105332,Benoit Paire,R,196.0,FRA,32.6,6-4 6-0,3,R32,70.0,11.0,0.0,45.0,27.0,25.0,10.0,8.0,2.0,2.0,11.0,6.0,70.0,34.0,27.0,9.0,8.0,6.0,10.0,145.0,480.0,47.0,1205.0
Hard,A,106234,Aslan Karatsev,R,185.0,RUS,28.3,104918,Andy Murray,R,190.0,GBR,34.6,6-3 6-3,3,F,92.0,4.0,1.0,55.0,30.0,24.0,18.0,9.0,5.0,5.0,5.0,5.0,55.0,28.0,23.0,9.0,9.0,4.0,7.0,20.0,2351.0,135.0,521.0
Hard,A,106234,Aslan Karatsev,R,185.0,RUS,28.3,105554,Daniel Evans,R,175.0,GBR,31.6,6-3 6-7(13) 6-3,3,SF,186.0,9.0,4.0,110.0,64.0,48.0,25.0,16.0,4.0,6.0,3.0,1.0,111.0,73.0,50.0,15.0,14.0,2.0,6.0,20.0,2351.0,26.0,1912.0
Hard,A,104918,Andy Murray,R,190.0,GBR,34.6,124187,Reilly Opelka,R,211.0,USA,24.3,6-7(6) 6-4 6-4,3,SF,144.0,16.0,0.0,85.0,57.0,50.0,20.0,16.0,1.0,1.0,20.0,4.0,109.0,76.0,58.0,15.0,16.0,7.0,9.0,135.0,521.0,25.0,1936.0
Hard,A,106234,Aslan Karatsev,R,185.0,RUS,28.3,132283,Lorenzo Sonego,R,191.0,ITA,26.6,6-2 3-6 6-2,3,QF,170.0,5.0,3.0,94.0,64.0,41.0,17.0,12.0,7.0,9.0,3.0,4.0,108.0,64.0,41.0,18.0,13.0,20.0,25.0,20.0,2351.0,27.0,1825.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,31.6,202195,Maxime Cressy,R,198.0,USA,24.6,6-4 7-6(5),3,QF,115.0,2.0,4.0,63.0,37.0,31.0,16.0,11.0,2.0,3.0,11.0,9.0,72.0,41.0,31.0,14.0,11.0,4.0,6.0,26.0,1912.0,75.0,838.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.3,206909,Brandon Nakashima,R,185.0,USA,20.4,7-6(4) 6-2,3,QF,82.0,17.0,0.0,56.0,43.0,37.0,8.0,10.0,0.0,0.0,4.0,0.0,69.0,45.0,31.0,12.0,10.0,3.0,5.0,25.0,1936.0,68.0,917.0
Hard,A,104918,Andy Murray,R,190.0,GBR,34.6,105676,David Goffin,R,180.0,BEL,31.0,6-2 0-0 RET,3,QF,49.0,1.0,3.0,35.0,17.0,11.0,12.0,4.0,2.0,2.0,1.0,1.0,22.0,10.0,6.0,5.0,4.0,1.0,3.0,135.0,521.0,45.0,1261.0
Hard,A,106234,Aslan Karatsev,R,185.0,RUS,28.3,200175,Miomir Kecmanovic,R,183.0,SRB,22.3,7-5 6-4,3,R16,93.0,6.0,4.0,59.0,32.0,28.0,14.0,11.0,2.0,3.0,4.0,1.0,75.0,46.0,31.0,13.0,11.0,2.0,5.0,20.0,2351.0,78.0,836.0
Hard,A,132283,Lorenzo Sonego,R,191.0,ITA,26.6,202104,Sebastian Baez,R,170.0,ARG,21.0,6-2 6-3,3,R16,80.0,6.0,0.0,45.0,31.0,26.0,10.0,9.0,0.0,0.0,1.0,0.0,59.0,44.0,23.0,9.0,8.0,6.0,9.0,27.0,1825.0,95.0,764.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,31.6,124079,Pedro Martinez,R,185.0,ESP,24.7,6-2 6-3,3,R16,80.0,2.0,1.0,49.0,30.0,23.0,11.0,8.0,0.0,0.0,1.0,2.0,46.0,33.0,18.0,6.0,9.0,0.0,4.0,26.0,1912.0,61.0,1001.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,105583,Dusan Lajovic,R,180.0,SRB,31.5,6-3 6-4,3,R16,69.0,7.0,5.0,50.0,34.0,30.0,10.0,10.0,0.0,0.0,2.0,1.0,53.0,42.0,28.0,6.0,9.0,2.0,4.0,75.0,838.0,43.0,1346.0
Hard,A,206909,Brandon Nakashima,R,185.0,USA,20.4,104926,Fabio Fognini,R,178.0,ITA,34.6,7-6(7) 7-6(6),3,R16,118.0,7.0,0.0,75.0,47.0,33.0,20.0,12.0,0.0,2.0,5.0,5.0,100.0,61.0,40.0,20.0,12.0,3.0,5.0,68.0,917.0,36.0,1494.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.3,111442,Jordan Thompson,R,183.0,AUS,27.7,6-3 6-2,3,R16,78.0,10.0,6.0,52.0,23.0,22.0,17.0,9.0,1.0,1.0,4.0,2.0,57.0,37.0,25.0,6.0,8.0,3.0,6.0,25.0,1936.0,73.0,860.0
Hard,A,105676,David Goffin,R,180.0,BEL,31.0,106045,Denis Kudla,R,180.0,USA,29.3,6-2 6-3,3,R16,81.0,8.0,4.0,54.0,28.0,24.0,13.0,8.0,1.0,1.0,3.0,3.0,69.0,43.0,28.0,8.0,9.0,5.0,9.0,45.0,1261.0,109.0,698.0
Hard,A,104918,Andy Murray,R,190.0,GBR,34.6,105932,Nikoloz Basilashvili,R,185.0,GEO,29.8,6-7(4) 7-6(3) 6-3,3,R16,193.0,8.0,1.0,123.0,72.0,51.0,30.0,17.0,7.0,9.0,6.0,5.0,125.0,76.0,59.0,19.0,16.0,9.0,12.0,135.0,521.0,23.0,2086.0
Hard,A,200175,Miomir Kecmanovic,R,183.0,SRB,22.3,105882,Stefano Travaglia,R,185.0,ITA,30.0,6-2 6-3,3,R32,63.0,6.0,2.0,46.0,21.0,17.0,17.0,8.0,2.0,2.0,4.0,4.0,56.0,34.0,21.0,7.0,9.0,4.0,8.0,78.0,836.0,86.0,807.0
Hard,A,202104,Sebastian Baez,R,170.0,ARG,21.0,106331,Christopher Oconnell,R,183.0,AUS,27.6,6-2 1-6 7-6(4),3,R32,134.0,8.0,1.0,94.0,60.0,40.0,19.0,13.0,7.0,10.0,5.0,1.0,91.0,61.0,38.0,17.0,14.0,1.0,4.0,95.0,764.0,173.0,386.0
Hard,A,132283,Lorenzo Sonego,R,191.0,ITA,26.6,200384,Hugo Gaston,L,173.0,FRA,21.2,3-6 6-3 7-5,3,R32,162.0,8.0,1.0,84.0,54.0,44.0,13.0,15.0,1.0,3.0,4.0,4.0,111.0,56.0,37.0,30.0,15.0,11.0,14.0,27.0,1825.0,67.0,919.0
Hard,A,124079,Pedro Martinez,R,185.0,ESP,24.7,200615,Alexei Popyrin,R,196.0,AUS,22.4,6-4 6-4,3,R32,92.0,5.0,3.0,63.0,42.0,30.0,11.0,10.0,1.0,2.0,4.0,2.0,53.0,31.0,22.0,11.0,10.0,0.0,3.0,61.0,1001.0,59.0,1010.0
Hard,A,202195,Maxime Cressy,R,198.0,USA,24.6,105173,Adrian Mannarino,L,183.0,FRA,33.5,6-3 7-5,3,R32,82.0,12.0,2.0,58.0,40.0,33.0,10.0,11.0,2.0,3.0,2.0,2.0,60.0,40.0,26.0,9.0,10.0,0.0,3.0,75.0,838.0,70.0,879.0
Hard,A,105583,Dusan Lajovic,R,180.0,SRB,31.5,200221,Alejandro Davidovich Fokina,R,183.0,ESP,22.6,7-6(5) 6-4,3,R32,100.0,1.0,1.0,80.0,59.0,41.0,10.0,11.0,7.0,9.0,2.0,0.0,67.0,38.0,23.0,21.0,11.0,3.0,6.0,43.0,1346.0,51.0,1160.0
Hard,A,104926,Fabio Fognini,R,178.0,ITA,34.6,127157,Daniel Altmaier,R,191.0,GER,23.3,6-3 7-5,3,R32,85.0,7.0,3.0,61.0,37.0,30.0,13.0,11.0,1.0,2.0,9.0,0.0,59.0,43.0,29.0,7.0,10.0,3.0,6.0,36.0,1494.0,91.0,792.0
Hard,A,206909,Brandon Nakashima,R,185.0,USA,20.4,106210,Jiri Vesely,L,198.0,CZE,28.5,7-6(2) 7-6(0),3,R32,108.0,12.0,1.0,73.0,44.0,34.0,24.0,12.0,0.0,0.0,13.0,3.0,69.0,48.0,39.0,12.0,12.0,0.0,0.0,68.0,917.0,79.0,822.0
Hard,A,111442,Jordan Thompson,R,183.0,AUS,27.7,106218,Marcos Giron,R,180.0,USA,28.4,6-4 6-2,3,R32,82.0,4.0,0.0,54.0,39.0,27.0,8.0,9.0,3.0,4.0,3.0,2.0,50.0,29.0,18.0,9.0,9.0,2.0,6.0,73.0,860.0,66.0,929.0
Hard,A,105676,David Goffin,R,180.0,BEL,31.0,105487,Facundo Bagnis,L,183.0,ARG,31.8,6-4 6-4,3,R32,90.0,4.0,4.0,67.0,30.0,21.0,22.0,10.0,6.0,8.0,6.0,1.0,54.0,30.0,18.0,11.0,10.0,3.0,7.0,45.0,1261.0,71.0,868.0
Hard,A,106045,Denis Kudla,R,180.0,USA,29.3,105643,Federico Delbonis,L,190.0,ARG,31.2,6-3 6-1,3,R32,63.0,8.0,0.0,43.0,34.0,27.0,5.0,8.0,2.0,3.0,4.0,2.0,49.0,31.0,15.0,5.0,8.0,2.0,7.0,109.0,698.0,42.0,1347.0
Hard,A,104918,Andy Murray,R,190.0,GBR,34.6,126340,Viktor Durasovic,R,185.0,NOR,24.8,6-3 6-1,3,R32,71.0,4.0,2.0,44.0,26.0,25.0,8.0,8.0,0.0,0.0,2.0,3.0,58.0,34.0,20.0,9.0,8.0,4.0,8.0,135.0,521.0,345.0,137.0
