surface,tourney_level,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Clay,A,105643,Federico Delbonis,L,190.0,ARG,31.3,104926,Fabio Fognini,R,178.0,ITA,34.7,6-4 6-4,3,QF,96.0,4.0,4.0,59.0,47.0,37.0,4.0,10.0,4.0,5.0,3.0,1.0,71.0,46.0,26.0,14.0,10.0,1.0,4.0,42.0,1312.0,40.0,1324.0
Clay,A,132283,Lorenzo Sonego,R,191.0,ITA,26.7,104269,Fernando Verdasco,L,188.0,ESP,38.2,6-4 7-6(4),3,QF,124.0,0.0,2.0,82.0,61.0,39.0,11.0,11.0,4.0,6.0,0.0,5.0,76.0,53.0,36.0,6.0,11.0,4.0,7.0,22.0,1962.0,201.0,325.0
Clay,A,106043,Diego Schwartzman,R,170.0,ARG,29.4,202103,Francisco Cerundolo,R,185.0,ARG,23.4,3-6 6-2 7-5,3,QF,172.0,0.0,1.0,93.0,62.0,39.0,13.0,14.0,7.0,12.0,2.0,6.0,102.0,66.0,32.0,18.0,15.0,12.0,19.0,15.0,2550.0,107.0,651.0
Clay,A,134770,Casper Ruud,R,183.0,NOR,23.1,106148,Roberto Carballes Baena,R,183.0,ESP,28.8,7-6(2) 6-3,3,R16,109.0,4.0,2.0,61.0,43.0,33.0,9.0,10.0,0.0,2.0,0.0,4.0,78.0,56.0,33.0,10.0,11.0,5.0,9.0,8.0,4065.0,78.0,835.0
Clay,A,105948,Federico Coria,R,180.0,ARG,29.9,105583,Dusan Lajovic,R,180.0,SRB,31.6,4-6 7-5 6-4,3,R16,155.0,2.0,1.0,94.0,66.0,47.0,13.0,16.0,3.0,7.0,3.0,2.0,103.0,78.0,46.0,10.0,16.0,7.0,12.0,65.0,971.0,37.0,1371.0
Clay,A,104926,Fabio Fognini,R,178.0,ITA,34.7,124079,Pedro Martinez,R,185.0,ESP,24.7,6-4 7-6(5),3,R16,124.0,4.0,3.0,74.0,49.0,35.0,11.0,11.0,7.0,10.0,0.0,4.0,79.0,49.0,30.0,14.0,11.0,5.0,9.0,40.0,1324.0,61.0,1014.0
Clay,A,105643,Federico Delbonis,L,190.0,ARG,31.3,104665,Pablo Andujar,R,180.0,ESP,36.0,6-4 6-4,3,R16,92.0,2.0,2.0,62.0,41.0,35.0,10.0,10.0,4.0,4.0,0.0,1.0,49.0,35.0,26.0,8.0,10.0,0.0,2.0,42.0,1312.0,73.0,870.0
Clay,A,104269,Fernando Verdasco,L,188.0,ESP,38.2,106329,Thiago Monteiro,L,183.0,BRA,27.6,2-6 6-3 7-5,3,R16,137.0,4.0,2.0,104.0,56.0,38.0,24.0,15.0,6.0,9.0,5.0,2.0,87.0,63.0,47.0,11.0,14.0,5.0,8.0,201.0,325.0,104.0,680.0
Clay,A,132283,Lorenzo Sonego,R,191.0,ITA,26.7,202104,Sebastian Baez,R,170.0,ARG,21.1,6-3 6-3,3,R16,118.0,2.0,1.0,74.0,55.0,35.0,8.0,9.0,9.0,11.0,0.0,2.0,74.0,60.0,29.0,6.0,9.0,6.0,11.0,22.0,1962.0,74.0,866.0
Clay,A,202103,Francisco Cerundolo,R,185.0,ARG,23.4,200175,Miomir Kecmanovic,R,183.0,SRB,22.4,6-3 3-6 6-2,3,R16,119.0,4.0,1.0,82.0,47.0,29.0,20.0,13.0,4.0,8.0,2.0,1.0,77.0,50.0,27.0,14.0,13.0,3.0,9.0,107.0,651.0,64.0,971.0
Clay,A,106043,Diego Schwartzman,R,170.0,ARG,29.4,144719,Jaume Munar,R,183.0,ESP,24.7,7-6(2) 7-6(4),3,R16,143.0,2.0,1.0,76.0,59.0,40.0,8.0,12.0,1.0,4.0,1.0,3.0,87.0,62.0,36.0,14.0,12.0,4.0,7.0,15.0,2550.0,90.0,737.0
Clay,A,106148,Roberto Carballes Baena,R,183.0,ESP,28.8,111797,Nicolas Jarry,R,198.0,CHI,26.3,7-6(2) 6-2,3,R32,97.0,3.0,2.0,65.0,43.0,33.0,13.0,10.0,5.0,6.0,4.0,1.0,56.0,35.0,23.0,10.0,10.0,1.0,4.0,78.0,835.0,145.0,472.0
Clay,A,105948,Federico Coria,R,180.0,ARG,29.9,104655,Pablo Cuevas,R,180.0,URU,36.1,6-1 1-6 6-3,3,R32,115.0,8.0,6.0,63.0,46.0,36.0,6.0,12.0,1.0,3.0,3.0,2.0,93.0,57.0,32.0,21.0,11.0,5.0,8.0,65.0,971.0,96.0,715.0
Clay,A,105583,Dusan Lajovic,R,180.0,SRB,31.6,105332,Benoit Paire,R,196.0,FRA,32.7,4-6 6-4 7-6(3),3,R32,122.0,4.0,0.0,97.0,69.0,42.0,15.0,16.0,6.0,12.0,6.0,8.0,100.0,49.0,34.0,19.0,16.0,2.0,8.0,37.0,1371.0,50.0,1120.0
Clay,A,124079,Pedro Martinez,R,185.0,ESP,24.7,126214,Alejandro Tabilo,L,188.0,CHI,24.6,6-2 6-4,3,R32,76.0,2.0,0.0,49.0,32.0,22.0,12.0,9.0,2.0,3.0,4.0,1.0,50.0,33.0,20.0,8.0,9.0,3.0,7.0,61.0,1014.0,112.0,630.0
Clay,A,104665,Pablo Andujar,R,180.0,ESP,36.0,106228,Juan Ignacio Londero,R,180.0,ARG,28.4,6-2 6-4,3,R32,83.0,1.0,2.0,52.0,31.0,20.0,11.0,9.0,2.0,4.0,2.0,2.0,53.0,31.0,19.0,7.0,9.0,2.0,7.0,73.0,870.0,130.0,557.0
Clay,A,105643,Federico Delbonis,L,190.0,ARG,31.3,105223,Juan Martin del Potro,R,198.0,ARG,33.3,6-1 6-3,3,R32,83.0,4.0,0.0,42.0,30.0,24.0,7.0,8.0,0.0,1.0,1.0,0.0,56.0,39.0,20.0,7.0,8.0,7.0,12.0,42.0,1312.0,753.0,28.0
Clay,A,106329,Thiago Monteiro,L,183.0,BRA,27.6,105077,Albert Ramos,L,188.0,ESP,34.0,6-3 6-3,3,R32,80.0,4.0,1.0,59.0,40.0,28.0,11.0,9.0,4.0,5.0,1.0,3.0,48.0,30.0,19.0,8.0,9.0,1.0,5.0,104.0,680.0,32.0,1499.0
Clay,A,104269,Fernando Verdasco,L,188.0,ESP,38.2,106198,Hugo Dellien,R,180.0,BOL,28.6,6-4 3-6 6-1,3,R32,122.0,3.0,4.0,90.0,58.0,40.0,17.0,13.0,4.0,6.0,0.0,1.0,80.0,61.0,40.0,9.0,13.0,3.0,7.0,201.0,325.0,103.0,684.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,21.1,208029,Holger Rune,R,185.0,DEN,18.7,7-6(4) 6-3,3,R32,104.0,1.0,1.0,71.0,52.0,34.0,13.0,11.0,3.0,5.0,2.0,2.0,74.0,45.0,29.0,14.0,10.0,3.0,6.0,74.0,866.0,88.0,742.0
Clay,A,200175,Miomir Kecmanovic,R,183.0,SRB,22.4,111513,Laslo Djere,R,188.0,SRB,26.6,6-4 1-6 6-1,3,R32,102.0,2.0,2.0,77.0,48.0,31.0,16.0,12.0,5.0,8.0,4.0,2.0,68.0,41.0,32.0,8.0,12.0,3.0,7.0,64.0,971.0,56.0,1076.0
Clay,A,202103,Francisco Cerundolo,R,185.0,ARG,23.4,105487,Facundo Bagnis,L,183.0,ARG,31.9,7-5 6-2,3,R32,108.0,2.0,0.0,66.0,45.0,28.0,11.0,10.0,5.0,8.0,2.0,0.0,78.0,51.0,27.0,11.0,10.0,9.0,15.0,107.0,651.0,76.0,860.0
Clay,A,144719,Jaume Munar,R,183.0,ESP,24.7,144869,Tomas Martin Etcheverry,R,196.0,ARG,22.5,6-4 6-4,3,R32,122.0,4.0,0.0,61.0,46.0,35.0,7.0,10.0,3.0,4.0,1.0,1.0,76.0,50.0,29.0,15.0,10.0,10.0,13.0,90.0,737.0,127.0,561.0
Hard,A,200000,Felix Auger Aliassime,R,193.0,CAN,21.5,126774,Stefanos Tsitsipas,R,193.0,GRE,23.4,6-4 6-2,3,F,77.0,7.0,0.0,44.0,28.0,26.0,11.0,9.0,0.0,0.0,1.0,4.0,55.0,31.0,23.0,8.0,9.0,3.0,6.0,9.0,3818.0,4.0,7145.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,23.4,208103,Jiri Lehecka,R,185.0,CZE,20.2,4-6 6-4 6-2,3,SF,111.0,5.0,1.0,79.0,51.0,41.0,16.0,14.0,2.0,3.0,7.0,6.0,96.0,55.0,40.0,19.0,14.0,2.0,5.0,4.0,7145.0,137.0,522.0
Hard,A,200000,Felix Auger Aliassime,R,193.0,CAN,21.5,126094,Andrey Rublev,R,188.0,RUS,24.3,6-7(5) 6-4 6-2,3,SF,141.0,11.0,6.0,99.0,65.0,51.0,20.0,15.0,7.0,7.0,11.0,2.0,107.0,76.0,53.0,12.0,15.0,10.0,13.0,9.0,3818.0,7.0,4565.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,23.4,200282,Alex De Minaur,R,183.0,AUS,22.9,6-4 6-4,3,QF,91.0,4.0,0.0,55.0,33.0,27.0,12.0,10.0,2.0,3.0,2.0,4.0,82.0,53.0,34.0,14.0,10.0,9.0,12.0,4.0,7145.0,34.0,1486.0
Hard,A,208103,Jiri Lehecka,R,185.0,CZE,20.2,207518,Lorenzo Musetti,R,185.0,ITA,19.9,6-3 1-6 7-5,3,QF,129.0,6.0,1.0,73.0,53.0,40.0,9.0,14.0,0.0,3.0,3.0,4.0,105.0,58.0,37.0,26.0,14.0,7.0,10.0,137.0,522.0,63.0,995.0
Hard,A,200000,Felix Auger Aliassime,R,193.0,CAN,21.5,111815,Cameron Norrie,L,188.0,GBR,26.4,7-5 7-6(4),3,QF,127.0,13.0,4.0,70.0,42.0,36.0,12.0,12.0,3.0,5.0,2.0,1.0,92.0,57.0,31.0,22.0,12.0,10.0,13.0,9.0,3818.0,13.0,2865.0
Hard,A,126094,Andrey Rublev,R,188.0,RUS,24.3,105916,Marton Fucsovics,R,188.0,HUN,29.9,6-4 6-3,3,QF,74.0,2.0,0.0,43.0,32.0,28.0,8.0,9.0,0.0,0.0,2.0,4.0,64.0,40.0,26.0,11.0,10.0,4.0,7.0,7.0,4565.0,38.0,1357.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,23.4,125802,Ilya Ivashka,R,193.0,BLR,27.9,6-4 6-1,3,R16,71.0,9.0,0.0,52.0,34.0,29.0,10.0,9.0,1.0,1.0,2.0,3.0,60.0,40.0,25.0,7.0,8.0,5.0,8.0,4.0,7145.0,48.0,1134.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,22.9,111456,Mackenzie Mcdonald,R,178.0,USA,26.8,7-6(6) 1-6 6-4,3,R16,148.0,5.0,3.0,98.0,57.0,36.0,24.0,14.0,3.0,7.0,5.0,1.0,97.0,52.0,34.0,26.0,15.0,3.0,6.0,34.0,1486.0,49.0,1121.0
Hard,A,207518,Lorenzo Musetti,R,185.0,ITA,19.9,128034,Hubert Hurkacz,R,196.0,POL,24.9,6-3 5-7 6-3,3,R16,124.0,4.0,5.0,95.0,56.0,43.0,21.0,15.0,5.0,6.0,13.0,1.0,87.0,58.0,41.0,17.0,15.0,2.0,5.0,63.0,995.0,11.0,3308.0
Hard,A,208103,Jiri Lehecka,R,185.0,CZE,20.2,122298,Botic Van De Zandschulp,R,188.0,NED,26.3,1-6 6-4 6-4,3,R16,116.0,4.0,0.0,92.0,55.0,34.0,20.0,14.0,7.0,11.0,4.0,3.0,75.0,42.0,33.0,17.0,13.0,3.0,6.0,137.0,522.0,51.0,1114.0
Hard,A,111815,Cameron Norrie,L,188.0,GBR,26.4,111575,Karen Khachanov,R,198.0,RUS,25.7,6-4 7-6(5),3,R16,108.0,4.0,5.0,74.0,47.0,32.0,12.0,11.0,4.0,6.0,12.0,6.0,80.0,44.0,33.0,11.0,11.0,5.0,8.0,13.0,2865.0,28.0,1748.0
Hard,A,200000,Felix Auger Aliassime,R,193.0,CAN,21.5,104918,Andy Murray,R,190.0,GBR,34.7,6-3 6-4,3,R16,97.0,4.0,3.0,55.0,36.0,26.0,9.0,10.0,0.0,2.0,4.0,3.0,58.0,33.0,19.0,10.0,9.0,5.0,9.0,9.0,3818.0,95.0,716.0
Hard,A,105916,Marton Fucsovics,R,188.0,HUN,29.9,134868,Tallon Griekspoor,R,188.0,NED,25.6,6-4 7-6(4),3,R16,107.0,7.0,0.0,77.0,51.0,41.0,14.0,11.0,2.0,2.0,6.0,1.0,68.0,41.0,35.0,12.0,11.0,6.0,7.0,38.0,1357.0,62.0,1011.0
Hard,A,126094,Andrey Rublev,R,188.0,RUS,24.3,126952,Soon Woo Kwon,R,180.0,KOR,24.1,6-3 6-3,3,R16,80.0,8.0,2.0,57.0,32.0,30.0,12.0,9.0,4.0,4.0,4.0,3.0,64.0,26.0,20.0,18.0,9.0,10.0,13.0,7.0,4565.0,53.0,1095.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,23.4,200221,Alejandro Davidovich Fokina,R,183.0,ESP,22.6,7-5 6-7(1) 6-4,3,R32,159.0,15.0,3.0,107.0,60.0,43.0,25.0,17.0,5.0,9.0,0.0,1.0,101.0,66.0,42.0,19.0,17.0,3.0,9.0,4.0,7145.0,46.0,1160.0
Hard,A,125802,Ilya Ivashka,R,193.0,BLR,27.9,144750,Lloyd Harris,R,193.0,RSA,24.9,6-2 6-3,3,R32,71.0,2.0,1.0,52.0,29.0,21.0,14.0,9.0,0.0,1.0,1.0,4.0,51.0,33.0,22.0,5.0,8.0,5.0,9.0,48.0,1134.0,35.0,1477.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,22.9,105676,David Goffin,R,180.0,BEL,31.1,6-0 6-3,3,R32,73.0,2.0,2.0,61.0,32.0,22.0,16.0,8.0,6.0,7.0,5.0,2.0,40.0,20.0,12.0,4.0,7.0,3.0,8.0,34.0,1486.0,47.0,1156.0
Hard,A,111456,Mackenzie Mcdonald,R,178.0,USA,26.8,105932,Nikoloz Basilashvili,R,185.0,GEO,29.9,6-3 6-2,3,R32,65.0,5.0,1.0,56.0,39.0,31.0,7.0,9.0,5.0,6.0,0.0,2.0,47.0,25.0,17.0,7.0,8.0,3.0,7.0,49.0,1121.0,21.0,2016.0
Hard,A,128034,Hubert Hurkacz,R,196.0,POL,24.9,104542,Jo-Wilfried Tsonga,R,188.0,FRA,36.8,6-4 7-6(7),3,R32,89.0,9.0,1.0,64.0,40.0,33.0,19.0,11.0,1.0,1.0,10.0,1.0,66.0,43.0,36.0,12.0,11.0,1.0,2.0,11.0,3308.0,247.0,245.0
Hard,A,207518,Lorenzo Musetti,R,185.0,ITA,19.9,144707,Mikael Ymer,R,183.0,SWE,23.4,6-3 6-7(4) 6-3,3,R32,160.0,2.0,1.0,87.0,56.0,38.0,14.0,14.0,9.0,12.0,3.0,7.0,126.0,74.0,45.0,21.0,16.0,13.0,20.0,63.0,995.0,75.0,863.0
Hard,A,122298,Botic Van De Zandschulp,R,188.0,NED,26.3,126523,Bernabe Zapata Miralles,R,185.0,ESP,25.0,6-1 6-2,3,R32,65.0,5.0,3.0,41.0,25.0,19.0,6.0,7.0,3.0,5.0,1.0,2.0,53.0,36.0,16.0,3.0,8.0,3.0,10.0,51.0,1114.0,129.0,558.0
Hard,A,208103,Jiri Lehecka,R,185.0,CZE,20.2,133430,Denis Shapovalov,L,185.0,CAN,22.8,6-4 6-4,3,R32,91.0,2.0,2.0,64.0,40.0,30.0,13.0,10.0,10.0,11.0,7.0,6.0,69.0,39.0,30.0,11.0,10.0,5.0,8.0,137.0,522.0,12.0,2930.0
Hard,A,111815,Cameron Norrie,L,188.0,GBR,26.4,200005,Ugo Humbert,L,188.0,FRA,23.6,6-2 6-4,3,R32,82.0,2.0,1.0,45.0,26.0,22.0,10.0,9.0,0.0,1.0,3.0,1.0,67.0,29.0,14.0,21.0,9.0,4.0,8.0,13.0,2865.0,41.0,1318.0
Hard,A,111575,Karen Khachanov,R,198.0,RUS,25.7,200615,Alexei Popyrin,R,196.0,AUS,22.5,6-7(4) 6-1 7-6(6),3,R32,153.0,5.0,5.0,101.0,56.0,45.0,26.0,16.0,2.0,3.0,10.0,2.0,105.0,59.0,44.0,22.0,15.0,4.0,7.0,28.0,1748.0,66.0,955.0
Hard,A,104918,Andy Murray,R,190.0,GBR,34.7,122330,Alexander Bublik,R,196.0,KAZ,24.6,7-6(6) 6-4,3,R32,102.0,10.0,2.0,72.0,42.0,31.0,20.0,11.0,3.0,4.0,10.0,6.0,77.0,46.0,38.0,10.0,11.0,7.0,9.0,95.0,716.0,31.0,1638.0
Hard,A,200000,Felix Auger Aliassime,R,193.0,CAN,21.5,106078,Egor Gerasimov,R,196.0,BLR,29.2,3-6 6-2 6-2,3,R32,129.0,8.0,4.0,76.0,45.0,33.0,14.0,13.0,3.0,6.0,2.0,2.0,84.0,58.0,33.0,13.0,12.0,6.0,11.0,9.0,3818.0,126.0,564.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,25.6,106234,Aslan Karatsev,R,185.0,RUS,28.4,2-6 7-6(2) 7-6(0),3,R32,147.0,10.0,7.0,103.0,63.0,44.0,15.0,16.0,2.0,7.0,4.0,6.0,99.0,64.0,45.0,16.0,16.0,6.0,9.0,62.0,1011.0,14.0,2633.0
Hard,A,105916,Marton Fucsovics,R,188.0,HUN,29.9,105936,Filip Krajinovic,R,185.0,SRB,29.9,3-6 6-3 6-2,3,R32,109.0,5.0,5.0,70.0,39.0,29.0,17.0,13.0,2.0,5.0,1.0,3.0,87.0,55.0,33.0,15.0,13.0,2.0,7.0,38.0,1357.0,36.0,1414.0
Hard,A,126952,Soon Woo Kwon,R,180.0,KOR,24.1,200384,Hugo Gaston,L,173.0,FRA,21.3,6-3 6-3,3,R32,78.0,2.0,1.0,57.0,35.0,23.0,12.0,9.0,4.0,7.0,3.0,1.0,55.0,25.0,15.0,9.0,9.0,6.0,12.0,53.0,1095.0,69.0,921.0
Hard,A,126094,Andrey Rublev,R,188.0,RUS,24.3,105967,Henri Laaksonen,R,185.0,SUI,29.8,6-4 6-4,3,R32,72.0,7.0,0.0,52.0,33.0,27.0,15.0,10.0,1.0,1.0,9.0,4.0,71.0,39.0,29.0,14.0,10.0,2.0,4.0,7.0,4565.0,85.0,784.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.4,202385,Jenson Brooksby,R,188.0,USA,21.2,7-6(5) 7-6(3),3,F,111.0,16.0,1.0,70.0,48.0,42.0,17.0,12.0,1.0,1.0,2.0,3.0,88.0,61.0,49.0,15.0,12.0,5.0,5.0,23.0,1846.0,54.0,1083.0
Hard,A,202385,Jenson Brooksby,R,188.0,USA,21.2,106218,Marcos Giron,R,180.0,USA,28.5,6-4 6-7(4) 7-6(5),3,SF,173.0,3.0,2.0,128.0,85.0,58.0,25.0,17.0,6.0,8.0,9.0,0.0,114.0,79.0,59.0,15.0,17.0,4.0,7.0,54.0,1083.0,70.0,918.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.4,104545,John Isner,R,206.0,USA,36.7,7-6(7) 7-6(22),3,SF,120.0,39.0,0.0,90.0,68.0,59.0,16.0,12.0,0.0,0.0,21.0,1.0,88.0,66.0,59.0,15.0,12.0,0.0,0.0,23.0,1846.0,26.0,1801.0
Hard,A,106218,Marcos Giron,R,180.0,USA,28.5,126203,Taylor Fritz,R,193.0,USA,24.2,6-4 3-6 7-6(3),3,QF,142.0,8.0,1.0,108.0,67.0,47.0,22.0,15.0,11.0,14.0,12.0,1.0,104.0,61.0,46.0,21.0,16.0,6.0,9.0,70.0,918.0,19.0,2310.0
Hard,A,202385,Jenson Brooksby,R,188.0,USA,21.2,111442,Jordan Thompson,R,183.0,AUS,27.8,6-3 6-0,3,QF,71.0,2.0,0.0,48.0,36.0,25.0,9.0,8.0,3.0,3.0,3.0,0.0,41.0,27.0,15.0,4.0,7.0,3.0,7.0,54.0,1083.0,83.0,800.0
Hard,A,104545,John Isner,R,206.0,USA,36.7,105577,Vasek Pospisil,R,193.0,CAN,31.6,6-4 6-4,3,QF,65.0,19.0,0.0,48.0,39.0,35.0,6.0,10.0,1.0,1.0,7.0,1.0,54.0,33.0,25.0,11.0,10.0,2.0,4.0,26.0,1801.0,150.0,454.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.4,105173,Adrian Mannarino,L,183.0,FRA,33.6,6-3 6-4,3,QF,55.0,17.0,0.0,45.0,38.0,36.0,4.0,10.0,0.0,0.0,5.0,0.0,45.0,27.0,20.0,10.0,9.0,1.0,3.0,23.0,1846.0,57.0,1074.0
Hard,A,126203,Taylor Fritz,R,193.0,USA,24.2,106058,Jack Sock,R,185.0,USA,29.3,6-1 6-4,3,R16,67.0,11.0,0.0,44.0,28.0,26.0,10.0,9.0,0.0,0.0,1.0,1.0,59.0,35.0,20.0,13.0,8.0,9.0,12.0,19.0,2310.0,147.0,464.0
Hard,A,106218,Marcos Giron,R,180.0,USA,28.5,106281,Liam Broady,L,183.0,GBR,28.0,3-6 6-3 6-1,3,R16,100.0,7.0,3.0,65.0,40.0,32.0,13.0,12.0,1.0,3.0,2.0,0.0,80.0,56.0,34.0,14.0,13.0,2.0,7.0,70.0,918.0,121.0,589.0
Hard,A,202385,Jenson Brooksby,R,188.0,USA,21.2,104312,Andreas Seppi,R,190.0,ITA,37.9,6-3 3-6 6-3,3,R16,125.0,5.0,0.0,76.0,46.0,38.0,15.0,14.0,1.0,3.0,3.0,1.0,84.0,50.0,34.0,17.0,13.0,4.0,7.0,54.0,1083.0,100.0,704.0
Hard,A,111442,Jordan Thompson,R,183.0,AUS,27.8,206909,Brandon Nakashima,R,185.0,USA,20.5,7-5 7-6(1),3,R16,134.0,13.0,1.0,80.0,48.0,39.0,19.0,12.0,8.0,8.0,5.0,0.0,91.0,62.0,42.0,15.0,12.0,8.0,9.0,83.0,800.0,82.0,802.0
Hard,A,105577,Vasek Pospisil,R,193.0,CAN,31.6,200514,Jurij Rodionov,L,191.0,AUT,22.7,6-7(3) 7-6(6) 6-2,3,R16,166.0,18.0,2.0,113.0,69.0,55.0,20.0,16.0,4.0,5.0,11.0,3.0,106.0,64.0,48.0,22.0,16.0,2.0,5.0,150.0,454.0,153.0,449.0
Hard,A,104545,John Isner,R,206.0,USA,36.7,104731,Kevin Anderson,R,203.0,RSA,35.7,7-6(1) 6-7(7) 7-6(5),3,R16,150.0,30.0,3.0,100.0,75.0,67.0,19.0,18.0,0.0,0.0,26.0,6.0,110.0,75.0,65.0,20.0,18.0,1.0,1.0,26.0,1801.0,101.0,699.0
Hard,A,105173,Adrian Mannarino,L,183.0,FRA,33.6,106415,Yoshihito Nishioka,L,170.0,JPN,26.3,6-3 6-1,3,R16,66.0,13.0,2.0,42.0,26.0,25.0,8.0,8.0,0.0,0.0,2.0,1.0,55.0,34.0,15.0,13.0,8.0,4.0,8.0,57.0,1074.0,108.0,640.0
Hard,A,124187,Reilly Opelka,R,211.0,USA,24.4,105649,Cedrik Marcel Stebe,L,183.0,GER,31.3,7-6(3) 7-6(8),3,R16,109.0,28.0,0.0,78.0,58.0,49.0,10.0,12.0,0.0,0.0,7.0,3.0,74.0,50.0,42.0,13.0,12.0,0.0,0.0,23.0,1846.0,231.0,269.0
Hard,A,106058,Jack Sock,R,185.0,USA,29.3,106214,Oscar Otte,R,196.0,GER,28.5,6-4 6-4,3,R32,81.0,4.0,1.0,55.0,38.0,33.0,8.0,10.0,1.0,1.0,6.0,6.0,66.0,35.0,25.0,15.0,10.0,4.0,6.0,147.0,464.0,84.0,789.0
Hard,A,106281,Liam Broady,L,183.0,GBR,28.0,105376,Peter Gojowczyk,R,185.0,GER,32.5,6-1 6-4,3,R32,57.0,4.0,0.0,53.0,42.0,31.0,7.0,9.0,1.0,1.0,5.0,0.0,41.0,23.0,15.0,9.0,8.0,1.0,4.0,121.0,589.0,97.0,713.0
Hard,A,106218,Marcos Giron,R,180.0,USA,28.5,105815,Tennys Sandgren,R,188.0,USA,30.5,6-4 6-4,3,R32,91.0,8.0,1.0,68.0,49.0,42.0,5.0,10.0,4.0,5.0,5.0,3.0,65.0,35.0,27.0,10.0,10.0,5.0,8.0,70.0,918.0,163.0,400.0
Hard,A,104312,Andreas Seppi,R,190.0,ITA,37.9,127157,Daniel Altmaier,R,191.0,GER,23.4,4-6 6-3 6-4,3,R32,111.0,7.0,4.0,84.0,57.0,46.0,10.0,15.0,3.0,6.0,13.0,1.0,80.0,56.0,39.0,11.0,14.0,6.0,10.0,100.0,704.0,81.0,803.0
Hard,A,111442,Jordan Thompson,R,183.0,AUS,27.8,103852,Feliciano Lopez,L,188.0,ESP,40.3,7-5 6-3,3,R32,87.0,8.0,1.0,65.0,41.0,32.0,16.0,11.0,3.0,3.0,5.0,2.0,59.0,38.0,26.0,10.0,10.0,1.0,3.0,83.0,800.0,102.0,686.0
Hard,A,206909,Brandon Nakashima,R,185.0,USA,20.5,105357,John Millman,R,183.0,AUS,32.6,7-5 7-6(3),3,R32,107.0,15.0,1.0,73.0,55.0,42.0,9.0,12.0,2.0,3.0,6.0,1.0,70.0,44.0,28.0,17.0,12.0,1.0,3.0,82.0,802.0,89.0,738.0
Hard,A,200514,Jurij Rodionov,L,191.0,AUT,22.7,202195,Maxime Cressy,R,198.0,USA,24.7,7-6(3) 4-6 6-1,3,R32,132.0,6.0,2.0,91.0,58.0,47.0,20.0,15.0,2.0,3.0,20.0,6.0,92.0,67.0,48.0,13.0,14.0,4.0,6.0,153.0,449.0,59.0,1047.0
Hard,A,105577,Vasek Pospisil,R,193.0,CAN,31.6,207531,Caleb Chakravarthi,U,186.61527293844367,USA,23.0,6-1 6-0,3,R32,56.0,7.0,1.0,37.0,24.0,21.0,8.0,7.0,0.0,0.0,1.0,3.0,42.0,28.0,14.0,2.0,6.0,3.0,8.0,150.0,454.0,110.89704664642561,1143.0157328181065
Hard,A,104731,Kevin Anderson,R,203.0,RSA,35.7,105023,Sam Querrey,R,198.0,USA,34.3,6-4 6-4,3,R32,61.0,21.0,1.0,47.0,34.0,30.0,10.0,10.0,0.0,0.0,11.0,0.0,54.0,34.0,28.0,9.0,10.0,0.0,2.0,101.0,699.0,118.0,605.0
Hard,A,105173,Adrian Mannarino,L,183.0,FRA,33.6,105449,Steve Johnson,R,188.0,USA,32.1,6-7(2) 6-2 7-6(2),3,R32,144.0,16.0,1.0,95.0,59.0,50.0,23.0,16.0,5.0,5.0,17.0,7.0,101.0,49.0,38.0,32.0,16.0,4.0,6.0,57.0,1074.0,93.0,719.0
Hard,A,106415,Yoshihito Nishioka,L,170.0,JPN,26.3,106283,Mitchell Krueger,R,188.0,USA,28.0,6-4 6-4,3,R32,99.0,2.0,0.0,63.0,46.0,34.0,10.0,10.0,3.0,3.0,13.0,0.0,64.0,44.0,34.0,7.0,10.0,3.0,5.0,108.0,640.0,166.0,388.0
Hard,A,105649,Cedrik Marcel Stebe,L,183.0,GER,31.3,106045,Denis Kudla,R,180.0,USA,29.4,7-6(7) 3-6 6-3,3,R32,155.0,15.0,3.0,107.0,59.0,47.0,20.0,15.0,5.0,8.0,5.0,3.0,102.0,66.0,48.0,15.0,15.0,5.0,8.0,231.0,269.0,105.0,664.0
